42088824,5,zll211211zll,4,T4,Vv7xqWldmmKgyPDp,0BD9mwj7x3
42088824,6,zll211211zll,4,T4,bNjAPWYjkkXEm7eX,vA3L4kN1lp
42088824,7,zll211211zll,4,T4,bMjOm1LxkkPXGzVl,ELelAB1GPr
42088824,8,zll211211zll,4,T4,lwZJO1k2eewG8AMy,mPBKypny8p
42089297,0,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,mzxPZPj4e7YqRLB5,oLQg5yg3RA
42089297,1,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,LM4NELPRl2aEPJ2Z,OwPkgRYbeW
42089297,2,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,lnr7xQk4gRep6XOo,kmN3xP3QJZ
42089297,3,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,jEd7x34V1prOrlXo,Rev0Vo2aYA
42089297,4,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,ZEpr02MWkDbAvP6d,0pBO8ZLvVK
42089297,5,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,aYwnvpYQRXKPgeXD,yKPv2XM1Ea
42089297,6,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,1w6Pv1rlbWGxLDKB,BEqxy5x7oX
42089297,7,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,Y1q2Jd2l8a3Axp5e,7BXgO0JGO5
42089297,8,我们将在接下来的6天（包括今天）每天提供一些上海本地及周边的户外活动及场所的信息。我们将向您询问一些简短的问题（约5分钟)。 我们也将会询问您一些关于各类话题的问题。 如果您想参加这项学术调研，请点击以下链接开始。 您的回答仅被用于学术研究，我们将对您的个人信息及回答进行严格保密。 调研结束后我们将进行抽奖，所有参与并完成调研的同学将有机会赢得800元人民币作为奖励。 如果您遇到了技术上的问题（列入网页无法正常显示等），请您在此发微信告诉我们，我们将尽快解决。 https://dailyeventinfo.com/shanghai/4N2ZVJ1XBBqWAywJ/eXKAVLxkOG/info,4,T2,3qYneXYP7m6zBGDO,lWQJK3JRja
42090341,0,ww976873595,4,T4,WyrKNB6A5aDNnlab,DelpRX8o5n
42090341,1,ww976873595,4,T4,ae1O3B0vPbOdlz72,B4kmXoxVXP
42090341,2,ww976873595,4,T4,o4zxKBWZ6dPvWlQ6,gZDJ1yJwMb
42090341,3,ww976873595,4,T4,rY5pjB9re7G4oXJW,OLQz142BDW
42090341,4,ww976873595,4,T4,Z6kA8B2vbg087e14,R4exJVx8lp
42090341,5,ww976873595,4,T4,EWNAaBe0qjm5Z2wd,57KxOgxXGd
42090341,6,ww976873595,4,T4,Lz0GDBwEl41j4qo6,noLPaVWqlB
42090341,7,ww976873595,4,T4,BZ5A0BPJAlnrakem,vO5rPdroPN
42090341,8,ww976873595,4,T4,RkEA9BEPRmynOW0Z,A5gZPVb8Rk
42091347,0,yumi_lalala,4,T4,KEyj672eQG3rOoN8,agqbr8k5zX
42091347,1,yumi_lalala,4,T4,41EXnyR7omZ0gWBj,r0Bbz7R9AQ
42091347,2,yumi_lalala,4,T4,nG4VJWjPLE91ROYd,MlVO7qDwGr
42091347,3,yumi_lalala,4,T4,60exLQPZKMJWBodg,jpyg3kgxZn
42091347,4,yumi_lalala,4,T4,41Y8VqBekYzdPGlR,XMQWy2kqN5
42091347,5,yumi_lalala,4,T4,rNqY7rYkMxwvB8w0,4qOG0VZR23
42091347,6,yumi_lalala,4,T4,p0r7VkdN8KQjkRLa,1dDqbMrvOA
42091347,7,yumi_lalala,4,T4,AxpnWL1ZN8n2ZLG6,Z8a68l6zWB
42091347,8,yumi_lalala,4,T4,BOwg1Xz3gwYdN9Pb,q53naZjKrG
42093021,0,sk0012300,4,T3,Xrk4M1oWpo4NlJRz,38VZ0ejXE0
42093021,1,sk0012300,4,T3,G354N1DzlDpKWZ9v,K9DkENm0Vq
42093021,2,sk0012300,4,T3,odlm612gM2v5Pwer,LyD2nR2WnP
42093021,3,sk0012300,4,T3,j9KaE1RxeRb3QmWx,bo2JNEpO9B
42093021,4,sk0012300,4,T3,Bja4b196d9QbKXrq,ex1ralvXWM
42093021,5,sk0012300,4,T3,A8qep1xKoxP4ZzM6,a8jJYEJEBK
42093021,6,sk0012300,4,T3,6pZBE12rK2aV2M9z,Z6omyXR5z0
42093021,7,sk0012300,4,T3,Zr76l1PzWPvKmNwE,pXgaz06JGL
42093021,8,sk0012300,4,T3,XD2061DZgDmJLyRG,EpDbRX83gM
42095656,0,Originalism,4,T2,vK2rOKWxbPnOaynz,7m1y2YknVE
42095656,1,Originalism,4,T2,jaLK3y89ME150O1p,wdVLnXzO4M
42095656,2,Originalism,4,T2,lqaVpM1wV6lpWXeN,9Qn1Ag0bYp
42095656,3,Originalism,4,T2,dWlogVj7EpNgwvE3,5N4LNzLoP1
42095656,4,Originalism,4,T2,xmJg0yvx41RMlADG,eEbq9zMovm
42095656,5,Originalism,4,T2,xvew15RL3rg0jD29,zwvQ4dQNly
42095656,6,Originalism,4,T2,xLpBXDeN6qG1M5on,y6Q0J9n7YN
42095656,7,Originalism,4,T2,LkJoVQqQp1BVEWZl,d90PajlJYr
42095656,8,Originalism,4,T2,1gGw5OXjVrQv4Xnk,7ENRn2RXgn
43003008,0,wxid_2q7bzdd61x9a22,4,T2,AXynJ6Gk93pRa6BV,Z1aBx2Xm2j
43003008,1,wxid_2q7bzdd61x9a22,4,T2,VXoLmk31jeWmz4Er,zo1472lm37
43003008,2,wxid_2q7bzdd61x9a22,4,T2,jzwxa3D5OxVBnlRo,Zj39Vy1A5a
43003008,3,wxid_2q7bzdd61x9a22,4,T2,1X6GMGeyJL2xB047,RGlZ87bA51
43003008,4,wxid_2q7bzdd61x9a22,4,T2,EB6GZBbwlzkZwXek,a3rmJrm4JG
43003008,5,wxid_2q7bzdd61x9a22,4,T2,Vr36MBxAnQOqaYj8,bDLGaRYn3x
43003008,6,wxid_2q7bzdd61x9a22,4,T2,eLN1VLXDlBrVbJD2,LZ0Oxrmq2X
43003008,7,wxid_2q7bzdd61x9a22,4,T2,1vkOmBOJrKgGLnbM,9EXv93eJnd
43003008,8,wxid_2q7bzdd61x9a22,4,T2,2ZkzNWDjOlG8KPAe,WQ72zwN1jM
43034350,0,yyr19990820,4,T2,z1BYm1PMbMnZJe07,lYpmZwAP7r
43034350,1,yyr19990820,4,T2,garnBZen7nrx9DKG,xwjRQVBqEN
43034350,2,yyr19990820,4,T2,WjBmGX2gvga9oRNe,JQomvEW7qv
43034350,3,yyr19990820,4,T2,EljJB9QwGwRBYoLk,vlERz6Ry2J
43034350,4,yyr19990820,4,T2,oYXeGZVq3qJG5VP7,P2QJ6nJLa0
43034350,5,yyr19990820,4,T2,4X1Bqe2ror7ZxLwp,VawMVNMKGg
43034350,6,yyr19990820,4,T2,NOP1aM9PRPpar4Yw,4qLdzlp1mn
43034350,7,yyr19990820,4,T2,LrWjxWVZvZ9qdEN7,XkR31XjN9m
43034350,8,yyr19990820,4,T2,lzy2mNkJ9JRXBwnQ,D7lEaqEB8L
43036952,0,丛沐青,4,T1,EPyQRd8m7YlRZ137,knbgZMlDpz
43036952,1,丛沐青,4,T1,NXArlgVQXymxQ4KP,9QVx0w6ev0
43036952,2,丛沐青,4,T1,l1yv5XoBAYKaRD73,9KbWQN0aAo
43036952,3,丛沐青,4,T1,ldBVEmNaBYw841wO,2b06dp6AJn
43036952,4,丛沐青,4,T1,kGl5x0wVPG0EznNP,GZNxqO1L2j
43036952,5,丛沐青,4,T1,387G5aDQrY6JYwga,P6Rz9WeOar
43036952,6,丛沐青,4,T1,7ljegdz7jYGJYw9X,xJ0jARdazK
43036952,7,丛沐青,4,T1,l1Mze1OqbayRKvw2,NypEl3baDl
43036952,8,丛沐青,4,T1,9GmD6kdB1YKRJY70,RpZJkazY7V
43040218,0,人来,4,T2,4LG56Kopozm6wPzr,qrZ2Ey2YkQ
43040218,1,人来,4,T2,edE5xm4b473Zvjbk,VlyXJNX75Y
43040218,2,人来,4,T2,kVO8G0qnq573lBAW,eLzj6JjR2W
43040218,3,人来,4,T2,okwL5qKAKbqeynVX,OD93zYvr6n
43040218,4,人来,4,T2,pOGZW3BzBJ0qlJdy,BoVn9Xxgdb
43040218,5,人来,4,T2,mK475xlAlJ45ErRk,P684594lWd
43040218,6,人来,4,T2,mq2QGXJMJKDVg3vp,EeJNAOpjr6
43040218,7,人来,4,T2,EO42x7A9ABdVJ365,mEJM3y2ekN
43040218,8,人来,4,T2,Yxry7MVxV5vmkD5L,B0MNayNP29
43041448,0,dermund,4,T2,42B9MOk9oG1M5eZ0,db6jYyjDvY
43041448,1,dermund,4,T2,5Dy0jxopMQ3V4kGn,20NzBbzdpv
43041448,2,dermund,4,T2,RpQX731OKE2Vbxy1,R2zwPGBJn5
43041448,3,dermund,4,T2,qW5jnxKkWOVPaLKZ,WRYnY9nxrv
43041448,4,dermund,4,T2,PLZ7m8q8KbedAaKj,jokw4lwMEL
43041448,5,dermund,4,T2,y1QjVnnxDryVvE56,OJak8yEL0K
43041448,6,dermund,4,T2,N9YnMZazRN37r2lP,rn1qE39Dl7
43041448,7,dermund,4,T2,yeOw8RnQjaW8Dkj0,Oz0x3V8Xk5
43041448,8,dermund,4,T2,5bqpVOvmQoj2ALOY,DWMr73rEdq
43043364,0,rachel5198,4,T4,Bj1mLB1y2epRGO5Z,Rrd7zB7PyD
43043364,1,rachel5198,4,T4,JyWzN8oPv5AaYnp1,a5qQWPpZel
43043364,2,rachel5198,4,T4,y125xEz3L8VbBmVE,B2mVgOVRv4
43043364,3,rachel5198,4,T4,DeGB6G9bJe8XL5nk,E86OXrBy02
43043364,4,rachel5198,4,T4,KknO2aPAZYlXxPZ1,z6xWE5WpLG
43043364,5,rachel5198,4,T4,NwXgMb5ApqEdplmx,RD6YVJY30p
43043364,6,rachel5198,4,T4,36QJldoBxRZWxBjD,a3wJxGpLMd
43043364,7,rachel5198,4,T4,OebPde437DvGo0RK,xvBX7JM4D7
43043364,8,rachel5198,4,T4,YgBM2glEJzrvrkeW,lmZqeAqLyj
43045726,0,lijunjie1185546870,4,T3,XJLVewMgjJbPwKaz,42vZ90OyQo
43045726,1,lijunjie1185546870,4,T3,z9ve8xvzQZkRJ6jr,BY5OEv38mM
43045726,2,lijunjie1185546870,4,T3,4vKA29BWxoYRE3zG,8d6krKAbx7
43045726,3,lijunjie1185546870,4,T3,3xKD92qXgy3Vrjo2,wkEbWN9Bzv
43045726,4,lijunjie1185546870,4,T3,1AP9gADL2ymv2qa0,XYPgLj8Z1v
43045726,5,lijunjie1185546870,4,T3,EyGZ0BO5DaoWPlzD,JG1LW7LnoD
43045726,6,lijunjie1185546870,4,T3,5mbXw84QWBJw4Rg6,1ADO39GN7Q
43045726,7,lijunjie1185546870,4,T3,jyK1aEqeo4PaYmqP,3Y0POM4Neb
43045726,8,lijunjie1185546870,4,T3,PMY5rGGqNDkrOV37,W4rZRomRBj
43046237,0,Ywz2827911078,4,T4,weRaVjoD0r5ELypG,7p53zXldY8
43046237,1,Ywz2827911078,4,T4,pQVy0jD6KbomJgWM,v40bA4gMXj
43046237,2,Ywz2827911078,4,T4,4QaxPjgVXyJ0vYrA,klr8OBneNq
43046237,3,Ywz2827911078,4,T4,A3xqOjG5Dz0mX6oj,8OxY0V7bJo
43046237,4,Ywz2827911078,4,T4,Ag3MVjMr9BpObY4v,EjDJl1Vqew
43046237,5,Ywz2827911078,4,T4,ONvAajKMoLyGQ1qW,54vWJybl3O
43046237,6,Ywz2827911078,4,T4,P5aApjgX0mL4qNOo,nXLRNyxbo9
43046237,7,Ywz2827911078,4,T4,XdJEVjG57dnWyP1a,qJV46j472x
43046237,8,Ywz2827911078,4,T4,3qg8OjjQqmXOeEzX,BVo62N6W0v
43047978,0,jhgkui,4,T1,JdGLvVw5yg10XYBk,3D2w0RgZ6L
43047978,1,jhgkui,4,T1,451eRWYA6ozvMNaY,kAg3W6lO9K
43047978,2,jhgkui,4,T1,1yp7rXBgKJA6Wb8j,O7XKvdPR8J
43047978,3,jhgkui,4,T1,1AZEGY40YakJd5Do,G2QZ0bAd58
43047978,4,jhgkui,4,T1,WZkzAZxa1nWEQBR6,RP2qAkr7Bk
43047978,5,jhgkui,4,T1,B13j5aZY1jDXnWJA,7xj2MRwMOv
43047978,6,jhgkui,4,T1,24PV6b2JZoj6rZYl,E2nwVxzlZb
43047978,7,jhgkui,4,T1,pqzm5dyPzZaMWoKg,oq6GzJGeDX
43047978,8,jhgkui,4,T1,n1ZGJeK1vNO5AjpM,8V3J20Aydg
43050683,0,VictoriaYOUNG7,4,T1,2GyWEegBval8lqoO,EOAPqxVyMp
43050683,1,VictoriaYOUNG7,4,T1,M52vneYwybQn9RXp,K61pgEbLJv
43050683,2,VictoriaYOUNG7,4,T1,wbgz1ejaldvXB84P,2b87w6VBMx
43050683,3,VictoriaYOUNG7,4,T1,K8jJRebGl6wpnezW,jAVYB6YW6n
43050683,4,VictoriaYOUNG7,4,T1,RvQLVeRyYg87md2M,3J9x9Vr41g
43050683,5,VictoriaYOUNG7,4,T1,okDZWep1njyam8NK,8LbJkzdAGv
43050683,6,VictoriaYOUNG7,4,T1,wmVzJeqGlkBJ6gvo,4pgra9rvw5
43050683,7,VictoriaYOUNG7,4,T1,m7KRweY2rl1w9vBe,n87WAeWEqo
43050683,8,VictoriaYOUNG7,4,T1,L8MVEeWjyma5Dvz3,Q0rg9kB4Zy
43053262,0,wxid_ae5jv33vwv8e22,4,T2,W5vMBqLJaLn9Xqom,AnXOEQO26a
43053262,1,wxid_ae5jv33vwv8e22,4,T2,jnkZdOJlzJNW3ly4,5k6p9Pv48R
43053262,2,wxid_ae5jv33vwv8e22,4,T2,6ZJjM5L3NL1bNGoK,q0rNYANgDW
43053262,3,wxid_ae5jv33vwv8e22,4,T2,ZmEVBXbAlb0MGzP2,0X1MWXA4wn
43053262,4,wxid_ae5jv33vwv8e22,4,T2,vlNL81R5wR2jn7w3,7nJq9mq4yN
43053262,5,wxid_ae5jv33vwv8e22,4,T2,vy1GPa37K3wXgBx9,07WXe0kNea
43053262,6,wxid_ae5jv33vwv8e22,4,T2,Mr9E5dJLXJBpa1zP,AL9RWDgGMb
43053262,7,wxid_ae5jv33vwv8e22,4,T2,noEzZgzNezPRbBqD,XGYQm9QKDB
43053262,8,wxid_ae5jv33vwv8e22,4,T2,jeYNQKoJboRQJX5A,GR8K4xK05V
43055541,0,Laiyigeng,4,T3,lzpdLDBXoorVrw4n,j0Za9qa7yz
43055541,1,Laiyigeng,4,T3,x2pKBD7X11MvJjPz,JEGjVJjl6X
43055541,2,Laiyigeng,4,T3,eGw4mDNrOOLVnD7l,RJLg5v9zQ6
43055541,3,Laiyigeng,4,T3,nQ7omDr088bE6Geq,Awx4bygEod
43055541,4,Laiyigeng,4,T3,3DvQ4D8l22d4yPpl,18nEOLle3J
43055541,5,Laiyigeng,4,T3,Eyj2dD2bKKR86Gg7,8x1lVXER0Z
43055541,6,Laiyigeng,4,T3,k25o6D0nddB63xPG,gkBWgp629x
43055541,7,Laiyigeng,4,T3,Gj0aZDLqYY6Z9Pep,2Eo1vmWKkp
43055541,8,Laiyigeng,4,T3,l59rpD7vkkGm4PXV,vmNGAdg5Ml
43058309,0,h15124390604,4,T2,4zJ2X9P3OgNZad3K,VQqWZd2n40
43058309,1,h15124390604,4,T2,Erpw5PA24KoNqkDV,NbBW93R8eJ
43058309,2,h15124390604,4,T2,Qopzk1Qq0jRkrPmD,k7mXb7Jgp4
43058309,3,h15124390604,4,T2,6dOlr4NYj5RmzN0q,0KP2rKMyDb
43058309,4,h15124390604,4,T2,975BVjKv4PmxlwM8,QbvLdGX1Ex
43058309,5,h15124390604,4,T2,Md6ELlg0qvVZlG4w,Ox34KzWeBR
43058309,6,h15124390604,4,T2,bO6K7nkabO9pnr9Z,2r6jnykR3N
43058309,7,h15124390604,4,T2,JM6N0p3eyaKWmgZr,K40jl0jGqe
43058309,8,h15124390604,4,T2,nBEZqLawxR8gaLPA,Kn58k1ZW13
43060195,0,haaasan687,4,T3,JBjKvwZMMLqpw4A7,N54eYnjknB
43060195,1,haaasan687,4,T3,LgbkVP533p2KA8z2,eQAY64OMb7
43060195,2,haaasan687,4,T3,KZaxV25QQXj0mXp4,6NRbE9bJ8q
43060195,3,haaasan687,4,T3,0Z95pXxLLXqp8aJo,xo1PY1PDXb
43060195,4,haaasan687,4,T3,4g923Q7zzjYXRGDw,8rG1n8WqnL
43060195,5,haaasan687,4,T3,dDX6lbgPPNqOmKY5,ZNoK3B0z48
43060195,6,haaasan687,4,T3,2NoV9e8yyjqP5bpg,V8vX36zgrQ
43060195,7,haaasan687,4,T3,5ym6rjBnn2qr3dgl,wWGpXWmE79
43060195,8,haaasan687,4,T3,8N6vGObllM9dPnRb,7K091wbdXg
43062517,0,yzsxj0913,4,T2,KPD9G6Y6dWrve8X5,V1KAYZjX7W
43062517,1,yzsxj0913,4,T2,8ReylQGQWPvMgpD9,lPDEgaM8do
43062517,2,yzsxj0913,4,T2,4B7NERxvQJOVdOv1,BmyM2qbvJW
43062517,3,yzsxj0913,4,T2,43KM7vXZzv3eWQNr,zqKZRJZ0MN
43062517,4,yzsxj0913,4,T2,oYxeR7PBm1L423Ey,yWz1nJ1nB8
43062517,5,yzsxj0913,4,T2,yQM0lLBNpLZE6XBY,VZ9YRe0DJj
43062517,6,yzsxj0913,4,T2,o2lMVBN8JYOVq0bW,4b03RN3wLQ
43062517,7,yzsxj0913,4,T2,wo4jrXOYAo4MBgX7,YgDLXxLV6R
43062517,8,yzsxj0913,4,T2,DXZnGerDvMjVBE7N,qrkbk92AjJ
43064601,0,Qhanasaki,4,T4,wmJPVOX5AyzK7dzr,JOowQlGxR4
43064601,1,Qhanasaki,4,T4,8NajX8rOBbgEV6pY,nXBP9NxNyW
43064601,2,Qhanasaki,4,T4,eQxw1QR2JX4jbdMq,qnP93QNgoO
43064601,3,Qhanasaki,4,T4,9Xro3478VqRNyK8w,DN0PAg7jWL
43064601,4,Qhanasaki,4,T4,yno8Kv1kXd0pWb6v,bGe4R0NZ7m
43064601,5,Qhanasaki,4,T4,MYa8EPWPYvol7qgr,BnyMBAX7zR
43064601,6,Qhanasaki,4,T4,PWB5KVaVBmerDOxq,JZ6kwMxLwn
43064601,7,Qhanasaki,4,T4,WQ6gXnb53ezXbB3l,er78OZaKMw
43064601,8,Qhanasaki,4,T4,G2z5XMREbov7jWbx,2gqQRYEoMV
43067308,0,yj13867569772,4,T2,9Gv0BZJrgznBg1Dm,vm3nVWRGke
43067308,1,yj13867569772,4,T2,kYeQpmV6Lv5qzW2K,gnVEgqGMj5
43067308,2,yj13867569772,4,T2,P4pV2X13bkr783Dw,MyOEVQ7N6A
43067308,3,yj13867569772,4,T2,5rn1da5NV6vdxkeo,26BwKOw8nL
43067308,4,yj13867569772,4,T2,26BVEXZ0AOPvZXKq,y1GYrQ8xwb
43067308,5,yj13867569772,4,T2,DOXARgpn7l1xol8m,4BELM8KpM5
43067308,6,yj13867569772,4,T2,MRz5mkXW1V2OvDEj,NKP9k5aoQ5
43067308,7,yj13867569772,4,T2,2mpQXmmbVL7XPJ43,9m28JwxKMk
43067308,8,yj13867569772,4,T2,Z9pom0XYZPMmDGEk,2qPJ7bn7VB
43069923,0,dyh15932059850,4,T2,ol50OXdXDBkOp6wy,WB9jLljOGe
43069923,1,dyh15932059850,4,T2,ynGwWarQoAl3KQEV,97nPzgWK0g
43069923,2,dyh15932059850,4,T2,aJzWdb4jo1ZXxAo8,4pOl7aA5Gy
43069923,3,dyh15932059850,4,T2,vXMWqdVebg67Pw9a,oGPZ08ZOl3
43069923,4,dyh15932059850,4,T2,JMVom7ok7aDmRXbe,mwdgaEg4YV
43069923,5,dyh15932059850,4,T2,BdJg0gJk93jNpn4e,d8ZrZopEnP
43069923,6,dyh15932059850,4,T2,pgxG6jBPdqW6vqRM,8Ojm6QLgrd
43069923,7,dyh15932059850,4,T2,BJeX0kjeAxq3OowZ,DbV4BmJo7P
43069923,8,dyh15932059850,4,T2,lB1PRl496m2RVL7N,VElmk7mMzP
43072382,0,LYdia20160402,4,T3,367VKMaqwXQK0PMx,dakEeGlYm7
43072382,1,LYdia20160402,4,T3,8P2bKMZB7De5rdOk,QnBlWolxpM
43072382,2,LYdia20160402,4,T3,5wnj3MjzZ90Q0p1L,ZoGpNL3Q4g
43072382,3,LYdia20160402,4,T3,7Zn4OMwMb5Pdq0QP,ODkgRjgwNK
43072382,4,LYdia20160402,4,T3,0zrZLMyRqDoLW1qB,oO4rEvLgP0
43072382,5,LYdia20160402,4,T3,YXPO5M0LRy4G3yL4,Go8bAxmvE4
43072382,6,LYdia20160402,4,T3,wlM51MaeP3Y1xmen,kmMA7NdR95
43072382,7,LYdia20160402,4,T3,arVE1M6YG0LXDBnO,xOyjvwZk9v
43072382,8,LYdia20160402,4,T3,M1XbZM8woxq4aOlm,kK9j25v0LD
43074357,0,xirouloveyou,4,T3,lAQkRqN5o6oE0w5j,0o2lxqWOb9
43074357,1,xirouloveyou,4,T3,dyEY7vjVBqB7wrob,YrnKQJA9vj
43074357,2,xirouloveyou,4,T3,AGNj8MaAz6z8g2nW,XWzL8OmyZ3
43074357,3,xirouloveyou,4,T3,pYyqXbVD6Z6X537r,41Y5AY5kyq
43074357,4,xirouloveyou,4,T3,K65n1eNjnXnk04oP,9AGZ8dZkvR
43074357,5,xirouloveyou,4,T3,3PEyGj3vnOn8Axma,1aDkZ3dXW4
43074357,6,xirouloveyou,4,T3,y19kml2rEZEw3Ygq,MEdjBnj6VA
43074357,7,xirouloveyou,4,T3,ORJW6n1welegnqM7,b7WB0nLA9m
43074357,8,xirouloveyou,4,T3,Jwn9B4yOVaVW7R4y,gGxbn3LVX7
43081351,0,OnlyPrinceboy,4,T3,xD8JeZyYP7KgwdKl,Woye5OEB6D
43081351,1,OnlyPrinceboy,4,T3,lKGW85L0K6wjEBv1,0R7JY9JnqO
43081351,2,OnlyPrinceboy,4,T3,Xk0MQVkOV8Lb2wAR,NJkZBmOLrW
43081351,3,OnlyPrinceboy,4,T3,ol7kBkRKd32waZgD,AKLR1o5mMa
43081351,4,OnlyPrinceboy,4,T3,yJYex6DYm3lqg0bl,8nlVQ29kGQ
43081351,5,OnlyPrinceboy,4,T3,5D2YE0m938kg7V38,wDvRPMGEr8
43081351,6,OnlyPrinceboy,4,T3,9dlwQNM7XEd1kxMz,E8YxJwq5kg
43081351,7,OnlyPrinceboy,4,T3,lwVo5zL7angqjZOA,P10R61Y4n3
43081351,8,OnlyPrinceboy,4,T3,mR8Ag179B0DX16ZL,12JV45PGXE
43084068,0,wyc729553304,4,T2,R7w9QEdj1JWV3DrE,JyRkLDk07L
43084068,1,wyc729553304,4,T2,5xqj3Gl1BXb91vOy,6pjKX7mzg1
43084068,2,wyc729553304,4,T2,Wp3Jr5Db7dQ264bK,qObm8Y5pjM
43084068,3,wyc729553304,4,T2,91jaVKa95Nj73OMA,W8rEqpjX7y
43084068,4,wyc729553304,4,T2,GWV2gLv2AXjw7D39,P3ZgwR6ed9
43084068,5,wyc729553304,4,T2,DNnOmM2AaYDkdPz0,DEVLZPe8Ql
43084068,6,wyc729553304,4,T2,GEAdw3bDLYaWPbDX,PGrM7lOqbY
43084068,7,wyc729553304,4,T2,9RgWqbvXA5yqk8jO,gEmn2mzb1Q
43084068,8,wyc729553304,4,T2,8zw127o1jOk27LnE,oAgMn3Knem
43092020,0,wulimengjun,4,T1,lYE4KZMQLj1WqpJg,jpGXO3X5Bb
